Kingdom	Phylum	Class	Order	Family	Genus
sq2689	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	ML602J-51
sq2690	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
sq2691	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2692	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2693	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq2694	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2695	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oleispira
sq2696	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2697	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq2698	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2699	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2700	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
sq2701	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2702	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2703	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2704	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2705	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq2706	Bacteria	PAUC34f	NA	NA	NA	NA
sq2707	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq2708	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2709	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq2711	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq2712	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq2713	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq2714	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA
sq2715	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NA	NA
sq2716	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq2717	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
sq2718	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
sq2719	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq2720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2721	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2722	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2723	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq2724	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2725	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq2726	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2727	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq2728	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2729	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq2730	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2731	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
sq2732	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
sq2733	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
sq2734	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2735	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2736	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq2737	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq2738	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq2739	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2740	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq2741	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
sq2742	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2743	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq2744	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2745	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2746	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2747	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq2748	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2749	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq2750	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
sq2751	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2752	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2753	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq2754	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
sq2755	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Bythopirellula
sq2756	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2757	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
sq2758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2759	Bacteria	AncK6	NA	NA	NA	NA
sq2760	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1
sq2761	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq2762	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2763	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq2764	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq2765	Bacteria	PAUC34f	NA	NA	NA	NA
sq2766	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2767	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2768	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylotenera
sq2769	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
sq2770	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2771	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2772	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq2773	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2774	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq2775	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2776	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2777	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq2778	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq2779	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2780	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq2781	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2782	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2783	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2784	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq2785	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq2786	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq2787	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq2788	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq2789	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2790	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq2791	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq2792	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2793	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq2794	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21
sq2795	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2796	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2797	Bacteria	Acidobacteria	Subgroup_21	NA	NA	NA
sq2798	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2799	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2800	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2801	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2802	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq2803	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2804	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq2805	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2806	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2807	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq2808	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2809	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
sq2810	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2811	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2812	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq2813	Bacteria	Proteobacteria	NA	NA	NA	NA
sq2814	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2815	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq2816	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2817	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2818	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2819	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2820	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2821	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2822	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq2823	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
sq2824	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2825	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2826	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq2827	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2828	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2829	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2830	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2831	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2832	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
sq2833	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2834	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2835	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq2836	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2837	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
sq2838	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2839	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
sq2840	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2841	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2842	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq2843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2844	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq2845	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq2846	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq2847	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2848	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halomicrobiaceae	NA
sq2849	Bacteria	Chloroflexi	TK17	NA	NA	NA
sq2850	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2851	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2852	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2853	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq2854	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2855	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
sq2856	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq2857	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2858	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2859	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2860	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
sq2861	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2862	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2863	Bacteria	Planctomycetes	NA	NA	NA	NA
sq2864	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2865	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus
sq2866	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
sq2867	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
sq2868	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2869	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq2870	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq2871	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2872	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
sq2873	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
sq2874	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
sq2875	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
sq2876	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq2877	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1
sq2878	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group
sq2879	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
sq2880	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Varunaivibrio
sq2881	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
sq2882	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
sq2883	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq2884	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2885	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
sq2886	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2887	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2889	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
sq2890	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq2891	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
sq2892	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2893	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq2894	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2895	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq2896	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2897	Bacteria	PAUC34f	NA	NA	NA	NA
sq2898	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq2899	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq2900	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
sq2901	Bacteria	PAUC34f	NA	NA	NA	NA
sq2902	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NA	NA
sq2903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
sq2904	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq2905	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
sq2906	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2907	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2908	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq2909	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq2910	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2911	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2912	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2913	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq2914	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2915	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
sq2916	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2917	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2918	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
sq2919	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq2920	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2921	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq2922	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia
sq2923	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
sq2924	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2925	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq2926	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq2927	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2928	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2929	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq2930	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
sq2931	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
sq2932	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
sq2933	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq2934	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
sq2935	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2936	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2937	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2938	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq2939	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2940	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2941	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2942	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	NA
sq2943	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2944	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2945	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
sq2946	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2947	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq2948	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2949	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq2950	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq2951	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2952	Bacteria	PAUC34f	NA	NA	NA	NA
sq2953	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2954	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2955	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq2956	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq2957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
sq2958	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq2959	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq2960	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq2961	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2962	Bacteria	Nitrospinae	P9X2b3D02	NA	NA	NA
sq2963	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2964	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2965	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2966	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2967	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2968	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2969	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2970	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
