Kingdom	Phylum	Class	Order	Family	Genus
sq1562	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq1563	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
sq1564	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1565	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1566	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq1567	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1568	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1569	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1570	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1571	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1572	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1573	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1574	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1575	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA
sq1576	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia
sq1577	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
sq1578	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1579	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina
sq1580	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq1581	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq1582	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1583	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq1584	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq1585	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq1586	Bacteria	PAUC34f	NA	NA	NA	NA
sq1587	Bacteria	Planctomycetes	NA	NA	NA	NA
sq1588	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq1589	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1590	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq1591	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1592	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1593	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
sq1594	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1595	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1596	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1597	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq1598	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq1599	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1600	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq1601	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1602	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1603	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA
sq1604	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1605	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1606	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq1607	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1608	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella
sq1609	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
sq1610	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1611	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1612	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	NA
sq1613	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1614	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1615	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq1616	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1617	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq1618	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1619	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
sq1620	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1621	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1622	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1623	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1624	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1625	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1626	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq1627	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq1628	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
sq1629	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1630	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
sq1631	Bacteria	Lentisphaerae	Oligosphaeria	NA	NA	NA
sq1632	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1633	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1634	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
sq1635	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
sq1636	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1637	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
sq1638	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
sq1639	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1640	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1641	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1642	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
sq1643	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
sq1644	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
sq1645	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus
sq1646	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1647	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1648	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1649	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq1650	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1651	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1652	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1653	Bacteria	Chloroflexi	NA	NA	NA	NA
sq1654	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
sq1655	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq1656	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
sq1657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1658	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1659	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1660	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
sq1661	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	NA
sq1662	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halomicrobiaceae	NA
sq1663	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1664	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq1665	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster
sq1666	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq1667	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
sq1668	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1669	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1670	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1671	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1672	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq1673	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
sq1674	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq1675	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
sq1676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA
sq1677	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq1678	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
sq1679	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1681	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1682	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1684	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1685	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq1686	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1687	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1688	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1689	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1690	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1691	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1692	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq1693	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq1694	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1695	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
sq1696	Bacteria	PAUC34f	NA	NA	NA	NA
sq1697	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1698	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
sq1699	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1700	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA
sq1701	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
sq1702	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1703	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1704	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
sq1705	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1706	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq1707	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq1708	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1709	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1710	Bacteria	PAUC34f	NA	NA	NA	NA
sq1711	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1712	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1713	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1714	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1715	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1716	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
sq1717	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1718	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1719	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1720	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq1721	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1722	Bacteria	Nitrospinae	P9X2b3D02	NA	NA	NA
sq1723	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1724	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
sq1725	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA
sq1726	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq1727	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
sq1728	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq1729	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1730	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1731	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq1732	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1733	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1734	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1735	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Hepatincola
sq1736	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1737	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1738	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27
sq1739	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq1740	Bacteria	PAUC34f	NA	NA	NA	NA
sq1741	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1742	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1743	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq1744	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1746	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq1747	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1748	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1749	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1750	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1751	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1752	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
sq1753	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44
sq1754	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1755	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA
sq1756	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1757	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1758	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq1759	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq1760	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
sq1761	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
sq1762	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq1763	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1764	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens
sq1765	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1766	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1767	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1768	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1769	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
sq1770	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
sq1771	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq1772	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
sq1773	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1774	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq1775	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
sq1776	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
sq1777	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1778	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1779	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1780	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1781	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
sq1782	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq1783	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq1784	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq1785	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq1786	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq1787	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1788	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq1789	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1790	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1791	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1792	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq1793	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq1794	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1795	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NA	NA
sq1796	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq1797	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1798	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1799	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1800	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq1801	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1802	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1803	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1804	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq1805	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
sq1806	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq1807	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq1808	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Delftia
sq1809	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
sq1810	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1811	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1812	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq1813	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq1814	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq1815	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq1816	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq1817	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq1818	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1819	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
sq1820	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
sq1821	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Undibacterium
sq1822	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq1823	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq1824	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1825	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq1826	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq1827	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq1828	Bacteria	Nitrospinae	P9X2b3D02	NA	NA	NA
sq1829	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq1830	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
sq1831	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq1832	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
