Kingdom	Phylum	Class	Order	Family	Genus
sq2795	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2796	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2797	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2798	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq2799	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
sq2800	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2801	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2802	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2803	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2804	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2805	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2806	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2807	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2808	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq2809	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
sq2810	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2811	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
sq2812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2813	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq2814	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2815	Bacteria	Planctomycetes	NA	NA	NA	NA
sq2816	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2817	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2818	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2819	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
sq2820	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2821	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq2822	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2823	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2824	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Fangia
sq2825	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
sq2826	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2827	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2828	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq2829	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2830	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
sq2831	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq2832	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq2833	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2834	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq2835	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2836	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2837	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq2838	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2839	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq2840	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2841	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
sq2842	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2843	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
sq2844	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
sq2845	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
sq2846	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq2847	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
sq2848	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2849	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq2850	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
sq2851	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2852	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2853	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus
sq2854	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2855	Bacteria	Planctomycetes	NA	NA	NA	NA
sq2856	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2857	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2858	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq2859	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
sq2860	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2861	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2862	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq2863	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2864	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq2865	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq2866	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
sq2867	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
sq2868	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
sq2869	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA
sq2870	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq2871	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq2872	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Occidentia
sq2873	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylotenera
sq2874	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq2875	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2876	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2877	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
sq2878	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2879	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
sq2880	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq2881	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
sq2882	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
sq2883	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
sq2884	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2885	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2886	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA
sq2887	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2888	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq2889	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
sq2890	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2891	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq2892	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA
sq2893	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
sq2894	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2895	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
sq2896	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
sq2897	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
sq2898	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq2899	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq2900	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq2901	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
sq2902	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
sq2903	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group
sq2904	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq2905	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq2906	Bacteria	Proteobacteria	NA	NA	NA	NA
sq2907	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA
sq2908	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_NAC11-7_lineage
sq2909	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq2910	Bacteria	Nitrospinae	P9X2b3D02	NA	NA	NA
sq2911	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq2912	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2913	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
sq2914	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2915	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2916	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
sq2917	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2918	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
sq2919	Bacteria	PAUC34f	NA	NA	NA	NA
sq2920	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq2921	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq2922	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
sq2923	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
sq2924	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
sq2925	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2926	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2927	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq2928	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2929	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2930	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2931	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
sq2932	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq2933	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq2934	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
sq2935	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2936	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_III	NA	NA
sq2937	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA
sq2938	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
sq2939	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA
sq2940	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
sq2941	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq2942	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2943	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq2944	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq2945	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2946	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
sq2947	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus
sq2948	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
sq2949	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq2950	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
sq2952	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2953	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq2954	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2955	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
sq2956	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2957	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2959	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2960	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq2961	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2962	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2963	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
sq2964	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2965	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
sq2966	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2967	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2968	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Acidovorax
sq2969	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA
sq2970	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
sq2971	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group	NA
sq2972	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2973	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq2974	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq2975	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq2976	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2977	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Fangia
sq2978	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
sq2979	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2980	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2981	Bacteria	Planctomycetes	OM190	NA	NA	NA
sq2982	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
sq2983	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	NA
sq2984	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
sq2985	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq2986	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
sq2987	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
sq2988	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
sq2989	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq2990	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
sq2991	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq2992	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
sq2993	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq2994	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib
sq2995	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq2997	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
sq2998	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq2999	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3000	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3001	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3002	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3003	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina
sq3004	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3005	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq3006	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq3007	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
sq3008	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
sq3009	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3010	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3011	Bacteria	Proteobacteria	NA	NA	NA	NA
sq3012	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq3013	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavimarina
sq3014	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
sq3015	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3016	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Oceanospirillum
sq3017	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
sq3018	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3019	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3020	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3021	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3022	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3023	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3025	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3026	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3027	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3028	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
sq3029	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3030	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
sq3031	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3032	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3033	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
sq3034	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq3036	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3037	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq3038	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3039	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27
sq3040	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
sq3041	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
sq3042	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3043	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3044	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
sq3045	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3046	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3047	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3048	Bacteria	AncK6	NA	NA	NA	NA
sq3049	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq3050	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3051	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3052	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3053	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
sq3054	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA
sq3055	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
sq3056	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
sq3057	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq3058	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
sq3059	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
sq3060	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
sq3061	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
sq3062	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
sq3063	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
sq3064	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
sq3065	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3066	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
sq3067	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3068	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
sq3069	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola
sq3070	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia
sq3071	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA
sq3072	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3073	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
sq3074	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
sq3075	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Castellaniella
sq3076	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq3077	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq3078	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3079	Bacteria	Margulisbacteria	NA	NA	NA	NA
sq3080	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
sq3081	Bacteria	Lentisphaerae	Oligosphaeria	P.palmC41	NA	NA
sq3082	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
sq3083	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
