X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X7	X8	X9
sq3374	0	0	0	0	0	1	0	5	0	5	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0
sq3375	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	2	0	8	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0
sq3376	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	1	8	0	3	0	1	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3377	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	5	4	2	0	1	1	0	0	0	0	0	5	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3378	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
sq3379	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	1	0	5	0	3	0	0	0	0	0	0	0	0	0	0	4	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3380	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sq3381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sq3383	8	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3384	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3385	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	1	3	3	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
sq3386	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	2	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sq3387	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	7	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
sq3388	2	0	0	0	1	8	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3389	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3390	1	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	5	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
sq3391	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	5	2	2	0	2	0	0	0	0	0	1	0	0	3	0	1	0	1	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3392	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	4	0	3	0	3	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3393	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	1	0	1	1	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3394	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3395	0	3	1	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0
sq3396	0	0	3	0	0	0	0	1	0	5	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	3
sq3397	0	0	0	0	3	0	2	1	0	0	0	3	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3398	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq3399	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	3	0	3	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0
sq3400	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	2	0	2	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
sq3401	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3402	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3403	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	2	5	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3404	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
sq3405	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	1	0	0	2	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0
sq3406	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	1	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3407	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0
sq3410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
sq3411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	14	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
sq3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
sq3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
sq3414	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	0	0	2	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3415	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3416	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	2	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3417	2	0	0	0	0	2	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	3	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3418	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3419	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	4	0	0	0	0	6	0	0	0	0	1	3	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3420	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3421	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
sq3422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3423	1	0	0	0	0	2	0	3	0	5	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3424	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3425	1	0	0	0	0	0	2	1	0	0	0	3	0	0	0	2	3	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
sq3426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3427	1	0	0	0	0	0	1	6	0	3	0	0	0	0	0	0	0	5	1	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3428	1	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	5	0	2	0	0	0	0	1	0	0	0	0	0	0
sq3429	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
sq3430	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	1	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3431	0	10	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
sq3432	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	3	1	0	0	0	0	0	0	0	3	0
sq3433	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
sq3434	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	7	0	1	1	0	0	2	0	1	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
sq3435	0	0	1	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sq3436	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	2	0	4	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0
sq3437	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
sq3438	0	0	0	1	0	0	0	0	2	0	8	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0
sq3439	0	0	0	0	2	0	4	0	0	0	0	6	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq3440	0	0	0	0	1	0	1	2	1	2	0	1	0	0	0	0	3	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0
sq3441	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3442	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	1	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3443	0	0	0	0	0	3	0	6	0	2	0	1	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3444	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3445	0	0	0	0	0	0	8	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
sq3446	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	7	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3447	0	0	0	0	0	0	1	0	4	6	0	0	0	0	0	0	0	0	4	0	1	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
sq3448	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3449	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	2	4	1	0	2	2	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq3450	0	0	0	0	0	0	1	0	1	10	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0
sq3451	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	2	3	1	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3452	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq3453	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	2	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3454	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
sq3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
sq3457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
sq3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	2	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
sq3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
sq3460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	2	3	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
sq3462	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	6	0	2	0	0	0	0	1	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3463	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3464	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	1	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3465	2	0	0	0	0	2	0	4	0	5	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
sq3466	2	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	2	0	1	1	0	1	1	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3467	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	3	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3468	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3469	1	0	0	0	0	2	1	3	0	4	0	0	0	0	0	0	0	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
sq3470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	9	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
sq3471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3472	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	11	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	1	0
sq3473	0	0	1	0	0	0	1	5	0	1	0	0	0	0	0	0	0	3	0	4	0	3	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
sq3474	0	0	0	1	2	2	0	0	2	0	0	0	0	0	0	0	3	3	0	1	0	1	1	0	1	0	0	1	3	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3475	0	0	0	0	3	6	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3476	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	2	1	5	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3477	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	1	4	0	2	0	0	0	0	1	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3478	0	0	0	0	1	0	1	1	0	0	0	4	0	0	0	2	0	0	2	2	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
sq3479	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3480	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3481	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	7	1	1	0	0	0	1	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq3482	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	4	0	1	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sq3483	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	4	1	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
